연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-12-24:20,39,28,0.004,0.04,0.7,0.003
2022-12-24:19,41,30,0.003,0.04,0.6,0.003
2022-12-24:18,46,35,0.002,0.045,0.7,0.003
2022-12-24:17,42,34,0.006,0.042,0.6,0.003
2022-12-24:16,41,33,0.012,0.035,0.6,0.003
2022-12-24:15,36,29,0.015,0.031,0.6,0.004
2022-12-24:14,33,27,0.018,0.026,0.6,0.003
2022-12-24:13,28,20,0.018,0.024,0.6,0.003
2022-12-24:12,23,16,0.02,0.02,0.5,0.003
2022-12-24:11,19,14,0.022,0.017,0.4,0.003
2022-12-24:10,21,15,0.012,0.027,0.5,0.003
2022-12-24:09,24,14,0.011,0.027,0.5,0.003
2022-12-24:08,21,15,0.012,0.024,0.4,0.003
2022-12-24:07,22,16,0.014,0.022,0.5,0.003
2022-12-24:06,21,17,0.015,0.022,0.5,0.003
2022-12-24:05,18,14,0.017,0.02,0.5,0.003
2022-12-24:04,14,11,0.024,0.013,0.4,0.003
2022-12-24:03,14,,0.023,0.014,0.4,0.003
2022-12-24:02,18,14,0.026,0.01,0.4,0.003
2022-12-24:01,19,14,0.024,0.013,0.4,0.003
2022-12-23:24,19,12,0.023,0.015,0.5,0.003
2022-12-23:23,19,17,0.024,0.014,0.4,0.002
2022-12-23:22,19,16,0.027,0.012,0.4,0.002
2022-12-23:21,19,15,0.025,0.014,0.4,0.003
2022-12-23:20,23,19,0.026,0.014,0.4,0.002
2022-12-23:19,24,17,0.026,0.014,0.4,0.003
2022-12-23:18,26,19,0.027,0.013,0.4,0.002
2022-12-23:17,25,16,0.028,0.012,0.4,0.003
2022-12-23:16,21,15,0.031,0.01,0.4,0.002
2022-12-23:15,19,13,0.03,0.011,0.4,0.002
2022-12-23:14,23,13,0.029,0.01,0.4,0.003
2022-12-23:13,20,13,0.029,0.01,0.4,0.003
2022-12-23:12,20,11,0.029,0.009,0.4,0.003
2022-12-23:11,15,8,0.027,0.011,0.4,0.002
2022-12-23:10,14,5,0.024,0.012,0.4,0.002
2022-12-23:09,16,7,0.023,0.014,0.3,0.002
2022-12-23:08,16,12,0.023,0.016,0.3,0.002
2022-12-23:07,17,13,0.022,0.015,0.3,0.002
2022-12-23:06,21,12,0.027,0.009,0.3,0.002
2022-12-23:05,19,10,0.03,0.007,0.3,0.002
2022-12-23:04,20,13,0.029,0.006,0.3,0.002
2022-12-23:03,19,13,0.03,0.006,0.3,0.002
2022-12-23:02,22,15,0.03,0.006,0.3,0.003
2022-12-23:01,26,19,0.028,0.007,0.4,0.003
2022-12-22:24,26,19,0.027,0.007,0.4,0.003
2022-12-22:23,25,17,0.027,0.008,0.4,0.003
2022-12-22:22,25,19,0.028,0.007,0.3,0.003
2022-12-22:21,25,19,0.027,0.009,0.4,0.003
2022-12-22:20,22,18,0.024,0.012,0.4,0.003
2022-12-22:19,20,13,0.021,0.015,0.4,0.003
2022-12-22:18,21,13,0.022,0.015,0.4,0.003
2022-12-22:17,21,12,0.023,0.015,0.4,0.003
2022-12-22:16,19,14,0.025,0.011,0.3,0.003
2022-12-22:15,19,12,0.026,0.01,0.3,0.003
2022-12-22:14,,,,,,
2022-12-22:13,,,,,,
2022-12-22:12,28,20,0.026,0.013,0.4,0.003
2022-12-22:11,28,19,0.022,0.016,0.4,0.003
2022-12-22:10,24,20,0.019,0.017,0.4,0.003
2022-12-22:09,25,17,0.016,0.019,0.4,0.003
2022-12-22:08,22,21,0.018,0.017,0.4,0.003
2022-12-22:07,26,18,0.014,0.021,0.4,0.003
2022-12-22:06,30,18,0.022,0.013,0.4,0.003
2022-12-22:05,29,17,0.025,0.01,0.4,0.003
2022-12-22:04,28,15,0.028,0.01,0.4,0.003
2022-12-22:03,42,17,0.029,0.01,0.4,0.003
2022-12-22:02,65,20,0.029,0.009,0.4,0.003
2022-12-22:01,80,23,0.023,0.017,0.4,0.003
2022-12-21:24,81,30,0.029,0.011,0.5,0.003
2022-12-21:23,75,32,0.031,0.011,0.5,0.003
2022-12-21:22,57,34,0.029,0.012,0.6,0.003
2022-12-21:21,53,34,0.023,0.017,0.6,0.003
2022-12-21:20,76,54,0.007,0.041,0.7,0.003
2022-12-21:19,76,59,0.002,0.056,1.2,0.004
2022-12-21:18,71,54,0.003,0.052,1.1,0.004
2022-12-21:17,64,50,0.003,0.055,1.2,0.004
2022-12-21:16,54,42,0.004,0.05,1.1,0.004
2022-12-21:15,46,34,0.006,0.044,0.8,0.003
2022-12-21:14,43,33,0.005,0.041,0.7,0.003
2022-12-21:13,42,30,0.004,0.04,0.7,0.003
2022-12-21:12,37,30,0.007,0.035,0.6,0.003
2022-12-21:11,35,23,0.007,0.034,0.6,0.003
2022-12-21:10,29,22,0.004,0.038,0.6,0.003
2022-12-21:09,24,22,0.004,0.038,0.5,0.003
2022-12-21:08,25,25,0.007,0.033,0.5,0.003
2022-12-21:07,26,21,0.009,0.03,0.5,0.003
2022-12-21:06,29,21,0.013,0.028,0.5,0.003
2022-12-21:05,33,21,0.014,0.027,0.4,0.003
2022-12-21:04,26,21,0.015,0.026,0.4,0.003
2022-12-21:03,26,26,0.013,0.028,0.5,0.003
2022-12-21:02,28,26,0.01,0.034,0.5,0.003
2022-12-21:01,30,26,0.005,0.042,0.5,0.003
2022-12-20:24,31,28,0.003,0.044,0.5,0.003
2022-12-20:23,32,28,0.003,0.043,0.6,0.003
2022-12-20:22,31,28,0.004,0.041,0.5,0.003
2022-12-20:21,38,36,0.002,0.046,0.6,0.003
2022-12-20:20,41,33,0.002,0.047,0.7,0.003
2022-12-20:19,35,29,0.002,0.047,0.8,0.004
2022-12-20:18,36,26,0.002,0.048,0.8,0.004
2022-12-20:17,33,26,0.007,0.042,0.6,0.003
2022-12-20:16,31,22,0.013,0.035,0.5,0.004
2022-12-20:15,27,20,0.018,0.029,0.5,0.004
2022-12-20:14,30,23,0.019,0.028,0.5,0.004
2022-12-20:13,35,24,0.016,0.033,0.6,0.004
2022-12-20:12,46,32,0.01,0.042,0.8,0.004
2022-12-20:11,39,29,0.007,0.044,0.9,0.004
2022-12-20:10,35,23,0.005,0.042,0.8,0.004
2022-12-20:09,35,24,0.003,0.045,0.8,0.004
2022-12-20:08,36,26,0.002,0.046,0.8,0.004
2022-12-20:07,35,23,0.002,0.04,0.7,0.003
2022-12-20:06,34,21,0.005,0.038,0.6,0.003
2022-12-20:05,26,20,0.002,0.043,0.7,0.003
2022-12-20:04,29,21,0.002,0.045,0.7,0.003
2022-12-20:03,18,13,0.011,0.034,0.7,0.003
2022-12-20:02,20,15,0.019,0.023,0.4,0.003
2022-12-20:01,24,17,0.014,0.028,0.4,0.003
2022-12-19:24,23,17,0.019,0.022,0.5,0.003
2022-12-19:23,25,15,0.014,0.029,0.5,0.003
2022-12-19:22,27,18,0.012,0.029,0.5,0.003
2022-12-19:21,27,18,0.011,0.031,0.5,0.003
2022-12-19:20,29,20,0.014,0.027,0.5,0.003
2022-12-19:19,31,19,0.018,0.024,0.5,0.003
2022-12-19:18,23,14,0.019,0.024,0.5,0.003
2022-12-19:17,22,14,0.022,0.02,0.4,0.003
2022-12-19:16,26,15,0.023,0.02,0.4,0.003
2022-12-19:15,25,16,0.022,0.019,0.4,0.004
2022-12-19:14,26,17,0.02,0.023,0.4,0.004
2022-12-19:13,21,12,0.021,0.021,0.5,0.004
2022-12-19:12,27,19,0.012,0.033,0.6,0.004
2022-12-19:11,26,18,0.006,0.045,0.8,0.004
2022-12-19:10,18,10,0.005,0.045,0.8,0.004
2022-12-19:09,19,11,0.003,0.046,0.7,0.003
2022-12-19:08,19,13,0.002,0.044,0.6,0.003
2022-12-19:07,17,12,0.002,0.041,0.6,0.003
2022-12-19:06,13,10,0.002,0.039,0.7,0.003
2022-12-19:05,14,8,0.013,0.025,0.5,0.003
2022-12-19:04,14,11,0.023,0.014,0.4,0.003
2022-12-19:03,11,9,0.022,0.014,0.4,0.003
2022-12-19:02,13,9,0.024,0.013,0.4,0.003
2022-12-19:01,18,11,0.022,0.015,0.4,0.003
2022-12-18:24,11,6,0.023,0.013,0.4,0.003
2022-12-18:23,17,8,0.024,0.015,0.4,0.003
2022-12-18:22,12,5,0.028,0.011,0.3,0.003
2022-12-18:21,16,10,0.029,0.011,0.3,0.003
2022-12-18:20,16,9,0.029,0.009,0.3,0.003
2022-12-18:19,18,11,0.026,0.013,0.3,0.003
2022-12-18:18,20,11,0.028,0.011,0.3,0.003
2022-12-18:17,21,11,0.031,0.008,0.3,0.003
2022-12-18:16,24,13,0.032,0.008,0.3,0.003
2022-12-18:15,25,12,0.031,0.008,0.3,0.003
2022-12-18:14,26,11,0.03,0.008,0.4,0.003
2022-12-18:13,20,9,0.03,0.008,0.4,0.003
2022-12-18:12,20,12,0.029,0.008,0.3,0.003
2022-12-18:11,15,5,0.027,0.01,0.4,0.003
2022-12-18:10,13,2,0.026,0.01,0.4,0.003
2022-12-18:09,18,8,0.023,0.014,0.4,0.003
2022-12-18:08,15,5,0.025,0.011,0.3,0.003
2022-12-18:07,17,5,0.028,0.007,0.3,0.003
2022-12-18:06,15,8,0.029,0.007,0.3,0.003
2022-12-18:05,18,9,0.028,0.007,0.4,0.003
2022-12-18:04,19,12,0.028,0.007,0.4,0.003
2022-12-18:03,18,12,0.029,0.006,0.3,0.003
2022-12-18:02,14,9,0.028,0.008,0.3,0.003
2022-12-18:01,18,12,0.024,0.013,0.3,0.003
2022-12-17:24,10,9,0.025,0.013,0.4,0.003
2022-12-17:23,17,11,0.027,0.011,0.3,0.003
2022-12-17:22,16,13,0.028,0.01,0.4,0.003
2022-12-17:21,22,17,0.026,0.011,0.4,0.003
2022-12-17:20,22,19,0.027,0.011,0.4,0.003
2022-12-17:19,27,20,0.025,0.012,0.5,0.003
2022-12-17:18,28,21,0.028,0.012,0.5,0.004
2022-12-17:17,30,18,0.03,0.011,0.4,0.004
2022-12-17:16,27,19,0.031,0.009,0.4,0.004
2022-12-17:15,27,17,0.032,0.008,0.4,0.004
2022-12-17:14,22,13,0.032,0.008,0.4,0.004
2022-12-17:13,22,13,0.032,0.008,0.4,0.004
2022-12-17:12,16,9,0.028,0.013,0.4,0.003
2022-12-17:11,10,5,0.025,0.016,0.4,0.003
2022-12-17:10,13,6,0.021,0.02,0.4,0.003
2022-12-17:09,19,11,0.023,0.017,0.4,0.003
2022-12-17:08,30,15,0.022,0.018,0.4,0.003
2022-12-17:07,27,21,0.018,0.021,0.5,0.003
2022-12-17:06,37,26,0.012,0.026,0.5,0.003
2022-12-17:05,34,23,0.007,0.033,0.6,0.003
2022-12-17:04,30,25,0.006,0.034,0.6,0.003
2022-12-17:03,33,26,0.014,0.024,0.5,0.003
2022-12-17:02,33,27,0.015,0.023,0.5,0.003
2022-12-17:01,31,24,0.01,0.03,0.6,0.003
2022-12-16:24,31,25,0.013,0.026,0.5,0.003
2022-12-16:23,27,17,0.022,0.018,0.4,0.003
2022-12-16:22,25,15,0.02,0.019,0.4,0.003
2022-12-16:21,24,17,0.02,0.02,0.4,0.003
2022-12-16:20,26,19,0.014,0.027,0.5,0.003
2022-12-16:19,31,23,0.01,0.034,0.5,0.003
2022-12-16:18,25,23,0.012,0.033,0.5,0.003
2022-12-16:17,23,15,0.019,0.023,0.4,0.003
2022-12-16:16,23,17,0.024,0.02,0.4,0.003
2022-12-16:15,28,22,0.024,0.02,0.4,0.003
2022-12-16:14,33,24,0.018,0.028,0.6,0.004
2022-12-16:13,32,26,0.016,0.029,0.6,0.004
2022-12-16:12,33,23,0.016,0.027,0.6,0.004
2022-12-16:11,33,22,0.015,0.025,0.6,0.004
2022-12-16:10,32,20,0.011,0.029,0.7,0.004
2022-12-16:09,25,16,0.008,0.031,0.6,0.003
2022-12-16:08,30,22,0.005,0.034,0.6,0.003
2022-12-16:07,33,22,0.007,0.031,0.6,0.003
2022-12-16:06,40,24,0.016,0.018,0.6,0.003
2022-12-16:05,39,26,0.019,0.015,0.5,0.003
2022-12-16:04,38,25,0.019,0.015,0.6,0.003
2022-12-16:03,39,26,0.023,0.012,0.5,0.003
2022-12-16:02,38,25,0.02,0.016,0.5,0.003
2022-12-16:01,38,24,0.014,0.022,0.5,0.003
2022-12-15:24,35,24,0.02,0.015,0.5,0.003
2022-12-15:23,38,25,0.017,0.018,0.5,0.003
2022-12-15:22,43,30,0.01,0.026,0.5,0.003
2022-12-15:21,41,28,0.006,0.033,0.6,0.003
2022-12-15:20,41,31,0.002,0.041,0.7,0.003
2022-12-15:19,43,33,0.002,0.037,0.6,0.003
2022-12-15:18,44,32,0.002,0.042,0.8,0.003
2022-12-15:17,40,32,0.002,0.041,0.7,0.003
2022-12-15:16,35,28,0.002,0.041,0.7,0.003
2022-12-15:15,36,25,0.002,0.039,0.6,0.003
2022-12-15:14,38,26,0.003,0.04,0.6,0.003
2022-12-15:13,35,23,0.005,0.034,0.6,0.003
2022-12-15:12,34,21,0.008,0.031,0.5,0.003
2022-12-15:11,35,21,0.006,0.032,0.6,0.003
2022-12-15:10,34,20,0.004,0.036,0.6,0.003
2022-12-15:09,30,19,0.002,0.037,0.6,0.003
2022-12-15:08,26,16,0.002,0.034,0.5,0.003
2022-12-15:07,25,15,0.003,0.033,0.5,0.003
2022-12-15:06,26,15,0.007,0.028,0.5,0.003
2022-12-15:05,24,15,0.008,0.027,0.4,0.003
2022-12-15:04,24,15,0.009,0.027,0.4,0.003
2022-12-15:03,25,14,0.011,0.026,0.4,0.003
2022-12-15:02,26,12,0.007,0.03,0.5,0.003
2022-12-15:01,22,12,0.006,0.032,0.5,0.003
2022-12-14:24,21,12,0.015,0.023,0.4,0.003
2022-12-14:23,23,16,0.018,0.019,0.4,0.003
2022-12-14:22,22,14,0.019,0.019,0.4,0.003
2022-12-14:21,24,14,0.021,0.016,0.4,0.003
2022-12-14:20,28,17,0.02,0.018,0.4,0.003
2022-12-14:19,31,16,0.023,0.015,0.4,0.003
2022-12-14:18,30,17,0.025,0.012,0.4,0.003
2022-12-14:17,32,12,0.024,0.014,0.4,0.003
2022-12-14:16,30,15,0.027,0.01,0.4,0.003
2022-12-14:15,35,13,0.027,0.01,0.4,0.003
2022-12-14:14,42,16,0.027,0.01,0.4,0.003
2022-12-14:13,49,15,0.025,0.009,0.4,0.003
2022-12-14:12,54,16,0.025,0.009,0.4,0.003
2022-12-14:11,60,12,0.023,0.01,0.3,0.003
2022-12-14:10,62,13,0.023,0.01,0.3,0.003
2022-12-14:09,66,10,0.02,0.013,0.4,0.003
2022-12-14:08,63,13,0.019,0.013,0.3,0.003
2022-12-14:07,64,15,0.021,0.012,0.3,0.003
2022-12-14:06,60,12,0.024,0.008,0.3,0.003
2022-12-14:05,58,13,0.025,0.006,0.3,0.003
2022-12-14:04,59,11,0.027,0.005,0.3,0.003
2022-12-14:03,75,14,0.028,0.006,0.3,0.003
2022-12-14:02,78,12,0.027,0.006,0.3,0.003
2022-12-14:01,62,13,0.026,0.009,0.3,0.003
2022-12-13:24,47,16,0.029,0.007,0.3,0.003
2022-12-13:23,51,18,0.028,0.008,0.3,0.003
2022-12-13:22,48,17,0.029,0.008,0.3,0.003
2022-12-13:21,57,18,0.032,0.008,0.3,0.002
2022-12-13:20,73,23,0.031,0.011,0.3,0.003
2022-12-13:19,76,26,0.027,0.014,0.4,0.002
2022-12-13:18,103,33,0.021,0.02,0.4,0.003
2022-12-13:17,142,39,0.019,0.023,0.4,0.003
2022-12-13:16,182,44,0.023,0.019,0.4,0.003
2022-12-13:15,259,55,0.026,0.016,0.4,0.003
2022-12-13:14,298,57,0.028,0.013,0.4,0.003
2022-12-13:13,329,65,0.026,0.016,0.4,0.003
2022-12-13:12,344,66,0.022,0.018,0.5,0.003
2022-12-13:11,385,68,0.02,0.019,0.5,0.003
2022-12-13:10,363,62,0.018,0.02,0.5,0.003
2022-12-13:09,292,55,0.014,0.023,0.5,0.003
2022-12-13:08,267,52,0.018,0.019,0.4,0.003
2022-12-13:07,241,51,0.023,0.013,0.4,0.003
2022-12-13:06,267,56,0.026,0.012,0.4,0.003
2022-12-13:05,305,62,0.028,0.011,0.4,0.003
2022-12-13:04,285,59,0.031,0.01,0.3,0.003
2022-12-13:03,184,44,0.027,0.013,0.4,0.003
2022-12-13:02,147,36,0.02,0.019,0.4,0.003
2022-12-13:01,76,28,0.02,0.02,0.4,0.003
2022-12-12:24,23,20,0.002,0.042,0.9,0.004
2022-12-12:23,19,17,0.002,0.044,0.9,0.004
2022-12-12:22,18,18,0.001,0.042,0.9,0.003
2022-12-12:21,17,13,0.003,0.039,0.5,0.003
2022-12-12:20,12,,0.006,0.035,0.5,0.003
2022-12-12:19,21,20,0.009,0.033,0.6,0.003
2022-12-12:18,21,15,0.013,0.03,0.5,0.003
2022-12-12:17,27,20,0.016,0.03,0.5,0.004
2022-12-12:16,28,23,0.005,0.046,0.6,0.005
2022-12-12:15,35,22,0.016,0.032,0.5,0.004
2022-12-12:14,43,30,0.015,0.035,0.6,0.005
2022-12-12:13,49,33,0.008,0.047,0.8,0.005
2022-12-12:12,50,37,0.005,0.051,1,0.005
2022-12-12:11,48,33,0.004,0.048,0.9,0.004
2022-12-12:10,40,29,0.004,0.047,0.9,0.004
2022-12-12:09,35,30,0.002,0.048,1,0.004
2022-12-12:08,34,26,0.002,0.045,0.9,0.004
2022-12-12:07,33,25,0.002,0.043,0.8,0.003
2022-12-12:06,37,26,0.002,0.043,0.7,0.003
2022-12-12:05,34,26,0.002,0.044,0.7,0.003
2022-12-12:04,36,28,0.002,0.044,0.7,0.003
2022-12-12:03,39,28,0.002,0.049,0.9,0.003
2022-12-12:02,38,28,0.002,0.053,1,0.004
2022-12-12:01,39,30,0.002,0.054,1,0.004
2022-12-11:24,36,31,0.002,0.049,1.1,0.003
2022-12-11:23,34,28,0.002,0.049,0.9,0.003
2022-12-11:22,33,26,0.002,0.051,0.9,0.003
2022-12-11:21,32,23,0.014,0.033,0.6,0.003
2022-12-11:20,31,23,0.026,0.019,0.5,0.003
2022-12-11:19,31,22,0.03,0.017,0.5,0.003
2022-12-11:18,33,24,0.029,0.018,0.5,0.004
2022-12-11:17,31,19,0.033,0.016,0.4,0.004
2022-12-11:16,26,18,0.036,0.013,0.4,0.004
2022-12-11:15,33,22,0.037,0.011,0.4,0.004
2022-12-11:14,42,28,0.033,0.013,0.5,0.004
2022-12-11:13,50,31,0.029,0.016,0.6,0.005
2022-12-11:12,57,38,0.022,0.023,0.7,0.005
2022-12-11:11,53,32,0.018,0.026,0.7,0.005
2022-12-11:10,48,31,0.017,0.023,0.7,0.005
2022-12-11:09,51,34,0.011,0.028,0.8,0.005
2022-12-11:08,55,40,0.003,0.039,0.9,0.004
2022-12-11:07,55,40,0.004,0.036,0.9,0.004
2022-12-11:06,50,32,0.005,0.035,0.8,0.004
2022-12-11:05,42,31,0.003,0.04,0.8,0.003
2022-12-11:04,43,32,0.003,0.04,0.8,0.003
2022-12-11:03,39,30,0.003,0.042,0.8,0.003
2022-12-11:02,36,28,0.003,0.044,0.7,0.004
2022-12-11:01,34,25,0.016,0.026,0.7,0.004
2022-12-10:24,35,25,0.006,0.042,0.8,0.004
2022-12-10:23,35,26,0.012,0.035,0.7,0.004
2022-12-10:22,39,27,0.002,0.049,0.9,0.004
2022-12-10:21,39,28,0.002,0.05,0.9,0.005
2022-12-10:20,39,24,0.008,0.04,0.7,0.004
2022-12-10:19,40,24,0.009,0.039,0.6,0.004
2022-12-10:18,43,26,0.006,0.044,0.7,0.004
2022-12-10:17,39,23,0.01,0.042,0.6,0.004
2022-12-10:16,34,22,0.016,0.036,0.6,0.004
2022-12-10:15,36,25,0.018,0.034,0.5,0.004
2022-12-10:14,27,18,0.026,0.024,0.5,0.004
2022-12-10:13,30,21,0.03,0.018,0.5,0.004
2022-12-10:12,33,19,0.022,0.025,0.5,0.004
2022-12-10:11,40,22,0.012,0.037,0.7,0.005
2022-12-10:10,43,29,0.006,0.043,0.8,0.004
2022-12-10:09,38,28,0.004,0.043,0.8,0.004
2022-12-10:08,37,25,0.002,0.047,0.8,0.004
2022-12-10:07,37,22,0.002,0.049,0.9,0.004
2022-12-10:06,38,30,0.002,0.048,0.8,0.004
2022-12-10:05,39,26,0.002,0.049,0.8,0.004
2022-12-10:04,36,26,0.002,0.05,0.8,0.004
2022-12-10:03,36,24,0.002,0.049,0.9,0.004
2022-12-10:02,38,25,0.002,0.05,0.8,0.004
2022-12-10:01,37,25,0.002,0.05,0.8,0.004
2022-12-09:24,36,25,0.004,0.048,0.7,0.004
2022-12-09:23,37,25,0.006,0.044,0.8,0.004
2022-12-09:22,45,33,0.02,0.03,0.7,0.003
2022-12-09:21,55,42,0.021,0.03,0.6,0.003
2022-12-09:20,55,41,0.025,0.029,0.7,0.003
2022-12-09:19,58,38,0.029,0.026,0.8,0.004
2022-12-09:18,53,36,0.032,0.024,0.7,0.004
2022-12-09:17,56,36,0.035,0.022,0.6,0.004
2022-12-09:16,59,41,0.028,0.029,0.6,0.004
2022-12-09:15,67,46,0.024,0.036,0.6,0.005
2022-12-09:14,56,40,0.011,0.051,0.8,0.006
2022-12-09:13,47,33,0.008,0.047,0.8,0.005
2022-12-09:12,41,26,0.006,0.045,0.8,0.004
2022-12-09:11,36,25,0.004,0.046,0.8,0.004
2022-12-09:10,33,20,0.003,0.045,0.8,0.004
2022-12-09:09,28,17,0.002,0.045,0.7,0.004
2022-12-09:08,25,17,0.002,0.044,0.7,0.004
2022-12-09:07,25,14,0.002,0.046,0.7,0.003
2022-12-09:06,20,13,0.001,0.042,0.6,0.004
2022-12-09:05,27,14,0.002,0.041,0.6,0.004
2022-12-09:04,26,16,0.002,0.047,0.8,0.004
2022-12-09:03,30,16,0.002,0.054,0.9,0.004
2022-12-09:02,30,16,0.002,0.058,1,0.004
2022-12-09:01,30,18,0.002,0.055,0.9,0.004
2022-12-08:24,33,18,0.002,0.055,0.9,0.004
2022-12-08:23,27,13,0.002,0.06,1.1,0.004
2022-12-08:22,22,16,0.003,0.053,0.7,0.004
2022-12-08:21,29,19,0.005,0.048,0.8,0.003
2022-12-08:20,35,21,0.008,0.042,0.7,0.003
2022-12-08:19,32,16,0.007,0.045,0.7,0.003
2022-12-08:18,28,12,0.008,0.041,0.6,0.004
2022-12-08:17,24,9,0.022,0.027,0.4,0.003
2022-12-08:16,22,7,0.031,0.018,0.4,0.004
2022-12-08:15,25,11,0.029,0.018,0.4,0.004
2022-12-08:14,33,15,0.019,0.031,0.5,0.004
2022-12-08:13,31,11,0.018,0.031,0.5,0.004
2022-12-08:12,30,11,0.015,0.034,0.6,0.004
2022-12-08:11,34,17,0.009,0.042,0.8,0.004
2022-12-08:10,29,11,0.005,0.047,0.9,0.004
2022-12-08:09,26,10,0.002,0.053,1,0.004
2022-12-08:08,25,12,0.002,0.05,1.2,0.003
2022-12-08:07,24,11,0.002,0.046,0.8,0.003
2022-12-08:06,23,9,0.002,0.042,0.8,0.003
2022-12-08:05,22,11,0.002,0.039,0.6,0.003
2022-12-08:04,24,7,0.006,0.033,0.6,0.003
2022-12-08:03,25,10,0.006,0.035,0.6,0.003
2022-12-08:02,28,8,0.013,0.029,0.5,0.003
2022-12-08:01,27,9,0.021,0.02,0.4,0.003
2022-12-07:24,25,9,0.018,0.025,0.5,0.003
2022-12-07:23,25,7,0.026,0.017,0.4,0.003
2022-12-07:22,26,7,0.028,0.016,0.4,0.003
2022-12-07:21,29,12,0.022,0.024,0.4,0.003
2022-12-07:20,31,12,0.02,0.027,0.5,0.003
2022-12-07:19,33,12,0.021,0.027,0.5,0.003
2022-12-07:18,40,17,0.023,0.025,0.5,0.003
2022-12-07:17,49,26,0.029,0.019,0.5,0.003
2022-12-07:16,47,24,0.028,0.02,0.5,0.004
2022-12-07:15,42,18,0.029,0.017,0.5,0.003
2022-12-07:14,38,15,0.033,0.013,0.4,0.003
2022-12-07:13,41,16,0.025,0.021,0.5,0.004
2022-12-07:12,,,,,,
2022-12-07:11,,,,,,
2022-12-07:10,,12,0.013,0.031,0.6,0.004
2022-12-07:09,,13,0.012,0.029,0.5,0.003
2022-12-07:08,,17,0.012,0.028,0.5,0.003
2022-12-07:07,,19,0.015,0.022,0.5,0.003
2022-12-07:06,,20,0.018,0.02,0.5,0.003
2022-12-07:05,,21,0.014,0.024,0.5,0.003
2022-12-07:04,,21,0.009,0.031,0.5,0.003
2022-12-07:03,,14,0.009,0.033,0.5,0.003
2022-12-07:02,,15,0.002,0.049,0.8,0.004
2022-12-07:01,,10,0.002,0.047,0.7,0.004
2022-12-06:24,23,11,0.002,0.048,0.7,0.003
2022-12-06:23,20,10,0.008,0.038,0.5,0.003
2022-12-06:22,19,10,0.023,0.02,0.4,0.003
2022-12-06:21,22,14,0.024,0.02,0.4,0.003
2022-12-06:20,24,17,0.017,0.028,0.5,0.003
2022-12-06:19,24,13,0.016,0.03,0.5,0.003
2022-12-06:18,22,11,0.023,0.024,0.4,0.003
2022-12-06:17,20,9,0.028,0.017,0.4,0.003
2022-12-06:16,21,9,0.031,0.014,0.3,0.003
2022-12-06:15,29,18,0.031,0.014,0.4,0.003
2022-12-06:14,32,23,0.019,0.028,0.5,0.004
2022-12-06:13,31,20,0.014,0.032,0.6,0.004
2022-12-06:12,31,18,0.012,0.033,0.6,0.004
2022-12-06:11,31,21,0.006,0.038,0.7,0.003
2022-12-06:10,30,20,0.004,0.042,0.6,0.003
2022-12-06:09,28,18,0.003,0.042,0.7,0.003
2022-12-06:08,25,19,0.002,0.046,0.7,0.004
2022-12-06:07,27,19,0.002,0.044,0.6,0.003
2022-12-06:06,29,19,0.002,0.045,0.6,0.003
2022-12-06:05,32,18,0.002,0.047,0.7,0.003
2022-12-06:04,29,20,0.002,0.047,0.7,0.003
2022-12-06:03,30,20,0.002,0.051,0.8,0.003
2022-12-06:02,28,19,0.002,0.052,0.9,0.004
2022-12-06:01,28,18,0.002,0.049,0.8,0.003
2022-12-05:24,25,17,0.002,0.048,0.7,0.003
2022-12-05:23,26,19,0.003,0.044,0.6,0.003
2022-12-05:22,30,17,0.003,0.042,0.6,0.003
2022-12-05:21,30,16,0.005,0.038,0.6,0.003
2022-12-05:20,26,15,0.008,0.035,0.5,0.003
2022-12-05:19,26,16,0.012,0.029,0.5,0.003
2022-12-05:18,24,13,0.016,0.027,0.4,0.003
2022-12-05:17,19,10,0.023,0.019,0.4,0.003
2022-12-05:16,16,9,0.029,0.014,0.4,0.003
2022-12-05:15,9,5,0.027,0.015,0.4,0.003
2022-12-05:14,19,12,0.025,0.014,0.4,0.003
2022-12-05:13,22,14,0.023,0.017,0.4,0.004
2022-12-05:12,21,14,0.021,0.017,0.4,0.003
2022-12-05:11,18,9,0.014,0.025,0.5,0.004
2022-12-05:10,18,7,0.015,0.023,0.5,0.003
2022-12-05:09,18,9,0.012,0.028,0.5,0.003
2022-12-05:08,18,15,0.015,0.024,0.4,0.003
2022-12-05:07,19,13,0.021,0.017,0.4,0.003
2022-12-05:06,11,7,0.026,0.01,0.3,0.003
2022-12-05:05,15,9,0.027,0.009,0.3,0.003
2022-12-05:04,12,9,0.025,0.008,0.3,0.003
2022-12-05:03,17,10,0.026,0.007,0.3,0.003
2022-12-05:02,16,11,0.026,0.007,0.3,0.003
2022-12-05:01,21,12,0.026,0.008,0.3,0.003
2022-12-04:24,25,11,0.024,0.01,0.4,0.003
2022-12-04:23,22,13,0.023,0.012,0.4,0.003
2022-12-04:22,20,13,0.023,0.012,0.4,0.003
2022-12-04:21,20,10,0.022,0.014,0.4,0.003
2022-12-04:20,22,11,0.021,0.016,0.4,0.003
2022-12-04:19,16,9,0.024,0.014,0.3,0.003
2022-12-04:18,20,9,0.025,0.014,0.3,0.003
2022-12-04:17,18,8,0.027,0.013,0.3,0.003
