구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
9023,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
9024,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
9025,돼지고기김치찜,반찬류,23,23,낮음,55,59,59,59
9026,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9027,시리얼요거트,후식류,15,0,높음,72,73,73,73
9028,흑미밥,밥류,80,0,높음,92,81,81,81
9029,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
9030,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
9031,돼지고기김치찜,반찬류,23,23,낮음,55,59,59,59
9032,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9033,시리얼요거트,후식류,31,16,보통,72,73,73,73
9034,흑미밥,밥류,72,29,보통,92,81,81,81
9035,근대된장국,국/찌개류,15,5,보통,48,52,52,52
9036,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
9037,돼지고기김치찜,반찬류,47,24,보통,55,59,59,59
9038,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9039,시리얼요거트,후식류,15,8,보통,72,73,73,73
9040,흑미밥,밥류,72,29,보통,92,81,81,81
9041,근대된장국,국/찌개류,17,17,낮음,48,52,52,52
9042,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
9043,돼지고기김치찜,반찬류,11,11,낮음,55,59,59,59
9044,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9045,시리얼요거트,후식류,7,0,높음,72,73,73,73
9046,흑미밥,밥류,43,0,높음,92,81,81,81
9047,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
9048,돼지고기김치찜,반찬류,23,12,보통,55,59,59,59
9049,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
9050,흑미밥,밥류,94,0,높음,92,81,81,81
9051,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
9052,돼지고기김치찜,반찬류,29,18,보통,55,59,59,59
9053,츄러스 떡말이 구이,반찬류,50,15,보통,79,59,59,59
9054,김구이,반찬류,4,0,높음,95,59,59,59
9055,시리얼요거트,후식류,7,0,높음,72,73,73,73
9056,흑미밥,밥류,87,0,높음,92,81,81,81
9057,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
9058,맛살콩나물냉채,반찬류,17,13,낮음,46,59,59,59
9059,돼지고기김치찜,반찬류,47,47,낮음,55,59,59,59
9060,츄러스 떡말이 구이,반찬류,50,47,낮음,79,59,59,59
9061,시리얼요거트,후식류,27,0,높음,72,73,73,73
9062,흑미밥,밥류,72,0,높음,92,81,81,81
9063,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
9064,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
9065,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9066,시리얼요거트,후식류,15,0,높음,72,73,73,73
9067,흑미밥,밥류,101,0,높음,92,81,81,81
9068,근대된장국,국/찌개류,50,20,보통,48,52,52,52
9069,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
9070,돼지고기김치찜,반찬류,17,17,낮음,55,59,59,59
9071,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9072,시리얼요거트,후식류,7,0,높음,72,73,73,73
9073,흑미밥,밥류,65,0,높음,92,81,81,81
9074,근대된장국,국/찌개류,25,15,보통,48,52,52,52
9075,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
9076,돼지고기김치찜,반찬류,11,11,낮음,55,59,59,59
9077,츄러스 떡말이 구이,반찬류,50,15,보통,79,59,59,59
9078,시리얼요거트,후식류,7,0,높음,72,73,73,73
9079,흑미밥,밥류,101,0,높음,92,81,81,81
9080,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
9081,김구이,반찬류,4,0,높음,95,59,59,59
9082,시리얼요거트,후식류,31,24,낮음,72,73,73,73
9083,흑미밥,밥류,101,0,높음,92,81,81,81
9084,근대된장국,국/찌개류,50,50,낮음,48,52,52,52
9085,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
9086,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9087,흑미밥,밥류,101,0,높음,92,81,81,81
9088,근대된장국,국/찌개류,5,5,낮음,48,52,52,52
9089,맛살콩나물냉채,반찬류,2,0,높음,46,59,59,59
9090,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9091,시리얼요거트,후식류,23,0,높음,72,73,73,73
9092,흑미밥,밥류,14,0,높음,92,81,81,81
9093,근대된장국,국/찌개류,25,25,낮음,48,52,52,52
9094,돼지고기김치찜,반찬류,59,48,낮음,55,59,59,59
9095,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
9096,김구이,반찬류,4,0,높음,95,59,59,59
9097,시리얼요거트,후식류,23,0,높음,72,73,73,73
9098,흑미밥,밥류,101,51,보통,92,81,81,81
9099,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
9100,츄러스 떡말이 구이,반찬류,42,21,보통,79,59,59,59
9101,곤드레밥,밥류,129,3,높음,68,81,81,81
9102,북어국,국/찌개류,52,28,보통,38,52,52,52
9103,연근강정,반찬류,24,8,보통,59,59,59,59
9104,돼지갈비찜,반찬류,63,9,높음,54,59,59,59
9105,무조미김,반찬류,4,0,높음,95,59,59,59
9106,배추김치,반찬류,24,0,높음,51,59,59,59
9107,곤드레밥,밥류,98,43,보통,68,81,81,81
9108,북어국,국/찌개류,45,35,낮음,38,52,52,52
9109,연근강정,반찬류,24,20,낮음,59,59,59,59
9110,돼지갈비찜,반찬류,63,5,높음,54,59,59,59
9111,무조미김,반찬류,4,0,높음,95,59,59,59
9112,배추김치,반찬류,24,12,보통,51,59,59,59
9113,곤드레밥,밥류,105,31,보통,68,81,81,81
9114,북어국,국/찌개류,52,32,보통,38,52,52,52
9115,연근강정,반찬류,16,8,보통,59,59,59,59
9116,돼지갈비찜,반찬류,72,36,보통,54,59,59,59
9117,무조미김,반찬류,4,0,높음,95,59,59,59
9118,배추김치,반찬류,16,8,보통,51,59,59,59
9119,곤드레밥,밥류,49,19,보통,68,81,81,81
9120,북어국,국/찌개류,48,35,보통,38,52,52,52
9121,연근강정,반찬류,32,0,높음,59,59,59,59
9122,돼지갈비찜,반찬류,63,36,보통,54,59,59,59
9123,무조미김,반찬류,4,0,높음,95,59,59,59
9124,배추김치,반찬류,16,8,보통,51,59,59,59
9125,곤드레밥,밥류,98,61,보통,68,81,81,81
9126,북어국,국/찌개류,48,31,보통,38,52,52,52
9127,연근강정,반찬류,16,0,높음,59,59,59,59
9128,돼지갈비찜,반찬류,63,45,보통,54,59,59,59
9129,무조미김,반찬류,4,0,높음,95,59,59,59
9130,배추김치,반찬류,16,8,보통,51,59,59,59
9131,곤드레밥,밥류,80,0,높음,68,81,81,81
9132,북어국,국/찌개류,48,28,보통,38,52,52,52
9133,연근강정,반찬류,32,20,보통,59,59,59,59
9134,돼지갈비찜,반찬류,54,27,보통,54,59,59,59
9135,무조미김,반찬류,4,0,높음,95,59,59,59
9136,배추김치,반찬류,16,8,보통,51,59,59,59
9137,곤드레밥,밥류,74,0,높음,68,81,81,81
9138,북어국,국/찌개류,45,35,낮음,38,52,52,52
9139,연근강정,반찬류,24,16,보통,59,59,59,59
9140,돼지갈비찜,반찬류,45,9,높음,54,59,59,59
9141,무조미김,반찬류,4,0,높음,95,59,59,59
9142,배추김치,반찬류,24,16,보통,51,59,59,59
9143,곤드레밥,밥류,111,25,높음,68,81,81,81
9144,북어국,국/찌개류,45,35,낮음,38,52,52,52
9145,연근강정,반찬류,16,0,높음,59,59,59,59
9146,돼지갈비찜,반찬류,72,36,보통,54,59,59,59
9147,무조미김,반찬류,4,0,높음,95,59,59,59
9148,배추김치,반찬류,16,8,보통,51,59,59,59
9149,곤드레밥,밥류,92,0,높음,68,81,81,81
9150,북어국,국/찌개류,52,35,보통,38,52,52,52
9151,연근강정,반찬류,20,16,낮음,59,59,59,59
9152,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9153,무조미김,반찬류,4,1,높음,95,59,59,59
9154,배추김치,반찬류,16,8,보통,51,59,59,59
9155,곤드레밥,밥류,92,74,낮음,68,81,81,81
9156,북어국,국/찌개류,55,35,보통,38,52,52,52
9157,연근강정,반찬류,24,0,높음,59,59,59,59
9158,돼지갈비찜,반찬류,72,36,보통,54,59,59,59
9159,무조미김,반찬류,4,1,높음,95,59,59,59
9160,배추김치,반찬류,32,8,높음,51,59,59,59
9161,곤드레밥,밥류,92,80,낮음,68,81,81,81
9162,북어국,국/찌개류,52,32,보통,38,52,52,52
9163,연근강정,반찬류,24,20,낮음,59,59,59,59
9164,돼지갈비찜,반찬류,45,36,낮음,54,59,59,59
9165,무조미김,반찬류,4,4,낮음,95,59,59,59
9166,배추김치,반찬류,24,8,보통,51,59,59,59
9167,곤드레밥,밥류,92,18,높음,68,81,81,81
9168,북어국,국/찌개류,55,31,보통,38,52,52,52
9169,연근강정,반찬류,16,16,낮음,59,59,59,59
9170,돼지갈비찜,반찬류,36,27,보통,54,59,59,59
9171,무조미김,반찬류,4,0,높음,95,59,59,59
9172,배추김치,반찬류,16,8,보통,51,59,59,59
9173,곤드레밥,밥류,92,3,높음,68,81,81,81
9174,북어국,국/찌개류,48,31,보통,38,52,52,52
9175,연근강정,반찬류,16,0,높음,59,59,59,59
9176,돼지갈비찜,반찬류,54,9,높음,54,59,59,59
9177,무조미김,반찬류,4,2,보통,95,59,59,59
9178,배추김치,반찬류,16,8,보통,51,59,59,59
9179,곤드레밥,밥류,86,6,높음,68,81,81,81
9180,북어국,국/찌개류,52,32,보통,38,52,52,52
9181,연근강정,반찬류,24,0,높음,59,59,59,59
9182,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9183,무조미김,반찬류,4,0,높음,95,59,59,59
9184,배추김치,반찬류,16,8,보통,51,59,59,59
9185,곤드레밥,밥류,67,30,보통,68,81,81,81
9186,북어국,국/찌개류,48,17,보통,38,52,52,52
9187,연근강정,반찬류,16,0,높음,59,59,59,59
9188,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9189,무조미김,반찬류,4,0,높음,95,59,59,59
9190,배추김치,반찬류,20,16,낮음,51,59,59,59
9191,곤드레밥,밥류,111,19,높음,68,81,81,81
9192,북어국,국/찌개류,52,25,보통,38,52,52,52
9193,연근강정,반찬류,16,0,높음,59,59,59,59
9194,돼지갈비찜,반찬류,72,36,보통,54,59,59,59
9195,무조미김,반찬류,4,0,높음,95,59,59,59
9196,배추김치,반찬류,16,16,낮음,51,59,59,59
9197,곤드레밥,밥류,105,25,높음,68,81,81,81
9198,북어국,국/찌개류,45,28,보통,38,52,52,52
9199,연근강정,반찬류,32,0,높음,59,59,59,59
9200,돼지갈비찜,반찬류,63,36,보통,54,59,59,59
9201,무조미김,반찬류,4,0,높음,95,59,59,59
9202,배추김치,반찬류,16,8,보통,51,59,59,59
9203,곤드레밥,밥류,74,37,보통,68,81,81,81
9204,북어국,국/찌개류,52,28,보통,38,52,52,52
9205,연근강정,반찬류,24,8,보통,59,59,59,59
9206,돼지갈비찜,반찬류,63,18,보통,54,59,59,59
9207,무조미김,반찬류,4,0,높음,95,59,59,59
9208,배추김치,반찬류,16,8,보통,51,59,59,59
9209,곤드레밥,밥류,55,31,보통,68,81,81,81
9210,북어국,국/찌개류,45,28,보통,38,52,52,52
9211,연근강정,반찬류,32,0,높음,59,59,59,59
9212,돼지갈비찜,반찬류,63,36,보통,54,59,59,59
9213,무조미김,반찬류,4,0,높음,95,59,59,59
9214,배추김치,반찬류,16,8,보통,51,59,59,59
9215,곤드레밥,밥류,49,19,보통,68,81,81,81
9216,북어국,국/찌개류,48,42,낮음,38,52,52,52
9217,연근강정,반찬류,24,8,보통,59,59,59,59
9218,돼지갈비찜,반찬류,72,36,보통,54,59,59,59
9219,무조미김,반찬류,4,4,낮음,95,59,59,59
9220,배추김치,반찬류,16,12,보통,51,59,59,59
9221,곤드레밥,밥류,92,0,높음,68,81,81,81
9222,북어국,국/찌개류,52,21,보통,38,52,52,52
9223,연근강정,반찬류,20,0,높음,59,59,59,59
9224,돼지갈비찜,반찬류,54,5,높음,54,59,59,59
9225,무조미김,반찬류,4,0,높음,95,59,59,59
9226,배추김치,반찬류,16,8,보통,51,59,59,59
9227,곤드레밥,밥류,98,0,높음,68,81,81,81
9228,북어국,국/찌개류,52,32,보통,38,52,52,52
9229,연근강정,반찬류,24,16,보통,59,59,59,59
9230,돼지갈비찜,반찬류,63,18,보통,54,59,59,59
9231,무조미김,반찬류,4,0,높음,95,59,59,59
9232,배추김치,반찬류,24,12,보통,51,59,59,59
9233,곤드레밥,밥류,80,31,보통,68,81,81,81
9234,북어국,국/찌개류,52,32,보통,38,52,52,52
9235,연근강정,반찬류,16,0,높음,59,59,59,59
9236,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9237,무조미김,반찬류,4,2,보통,95,59,59,59
9238,배추김치,반찬류,16,8,보통,51,59,59,59
9239,곤드레밥,밥류,80,3,높음,68,81,81,81
9240,북어국,국/찌개류,34,14,보통,38,52,52,52
9241,연근강정,반찬류,12,12,낮음,59,59,59,59
9242,돼지갈비찜,반찬류,45,27,보통,54,59,59,59
9243,무조미김,반찬류,4,0,높음,95,59,59,59
9244,배추김치,반찬류,16,0,높음,51,59,59,59
9245,곤드레밥,밥류,98,12,높음,68,81,81,81
9246,북어국,국/찌개류,34,17,보통,38,52,52,52
9247,연근강정,반찬류,12,0,높음,59,59,59,59
9248,돼지갈비찜,반찬류,45,0,높음,54,59,59,59
9249,무조미김,반찬류,4,0,높음,95,59,59,59
9250,배추김치,반찬류,4,0,높음,51,59,59,59
9251,곤드레밥,밥류,86,86,낮음,68,81,81,81
9252,북어국,국/찌개류,34,31,낮음,38,52,52,52
9253,연근강정,반찬류,16,8,보통,59,59,59,59
9254,돼지갈비찜,반찬류,63,41,보통,54,59,59,59
9255,무조미김,반찬류,4,0,높음,95,59,59,59
9256,배추김치,반찬류,8,8,낮음,51,59,59,59
9257,곤드레밥,밥류,123,117,낮음,68,81,81,81
9258,북어국,국/찌개류,45,32,보통,38,52,52,52
9259,연근강정,반찬류,16,8,보통,59,59,59,59
9260,돼지갈비찜,반찬류,54,18,보통,54,59,59,59
9261,무조미김,반찬류,4,0,높음,95,59,59,59
9262,배추김치,반찬류,8,8,낮음,51,59,59,59
9263,곤드레밥,밥류,98,80,낮음,68,81,81,81
9264,북어국,국/찌개류,48,35,보통,38,52,52,52
9265,연근강정,반찬류,16,4,높음,59,59,59,59
9266,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9267,무조미김,반찬류,4,0,높음,95,59,59,59
9268,배추김치,반찬류,16,8,보통,51,59,59,59
9269,곤드레밥,밥류,67,52,낮음,68,81,81,81
9270,북어국,국/찌개류,48,31,보통,38,52,52,52
9271,연근강정,반찬류,8,0,높음,59,59,59,59
9272,돼지갈비찜,반찬류,72,9,높음,54,59,59,59
9273,배추김치,반찬류,20,12,보통,51,59,59,59
9274,곤드레밥,밥류,105,93,낮음,68,81,81,81
9275,북어국,국/찌개류,41,35,낮음,38,52,52,52
9276,연근강정,반찬류,16,8,보통,59,59,59,59
9277,돼지갈비찜,반찬류,63,9,높음,54,59,59,59
9278,무조미김,반찬류,4,0,높음,95,59,59,59
9279,배추김치,반찬류,16,8,보통,51,59,59,59
9280,곤드레밥,밥류,105,81,낮음,68,81,81,81
9281,북어국,국/찌개류,45,35,낮음,38,52,52,52
9282,연근강정,반찬류,16,16,낮음,59,59,59,59
9283,돼지갈비찜,반찬류,63,63,낮음,54,59,59,59
9284,무조미김,반찬류,4,0,높음,95,59,59,59
9285,배추김치,반찬류,8,0,높음,51,59,59,59
9286,곤드레밥,밥류,92,43,보통,68,81,81,81
9287,북어국,국/찌개류,45,25,보통,38,52,52,52
9288,연근강정,반찬류,16,16,낮음,59,59,59,59
9289,돼지갈비찜,반찬류,63,50,낮음,54,59,59,59
9290,무조미김,반찬류,4,0,높음,95,59,59,59
9291,배추김치,반찬류,16,8,보통,51,59,59,59
9292,곤드레밥,밥류,105,0,높음,68,81,81,81
9293,북어국,국/찌개류,48,28,보통,38,52,52,52
9294,연근강정,반찬류,16,12,보통,59,59,59,59
9295,돼지갈비찜,반찬류,45,27,보통,54,59,59,59
9296,무조미김,반찬류,4,0,높음,95,59,59,59
9297,배추김치,반찬류,16,4,높음,51,59,59,59
9298,곤드레밥,밥류,117,31,보통,68,81,81,81
9299,북어국,국/찌개류,45,35,낮음,38,52,52,52
9300,연근강정,반찬류,16,0,높음,59,59,59,59
9301,돼지갈비찜,반찬류,72,27,보통,54,59,59,59
9302,무조미김,반찬류,4,1,높음,95,59,59,59
9303,배추김치,반찬류,8,0,높음,51,59,59,59
9304,곤드레밥,밥류,142,0,높음,68,81,81,81
9305,북어국,국/찌개류,45,39,낮음,38,52,52,52
9306,연근강정,반찬류,12,0,높음,59,59,59,59
9307,돼지갈비찜,반찬류,72,27,보통,54,59,59,59
9308,무조미김,반찬류,3,0,높음,95,59,59,59
9309,배추김치,반찬류,12,0,높음,51,59,59,59
9310,곤드레밥,밥류,117,12,높음,68,81,81,81
9311,북어국,국/찌개류,48,31,보통,38,52,52,52
9312,연근강정,반찬류,20,16,낮음,59,59,59,59
9313,돼지갈비찜,반찬류,45,32,보통,54,59,59,59
9314,무조미김,반찬류,4,0,높음,95,59,59,59
9315,배추김치,반찬류,16,8,보통,51,59,59,59
9316,곤드레밥,밥류,92,74,낮음,68,81,81,81
9317,북어국,국/찌개류,48,31,보통,38,52,52,52
9318,연근강정,반찬류,16,16,낮음,59,59,59,59
9319,돼지갈비찜,반찬류,90,90,낮음,54,59,59,59
9320,무조미김,반찬류,4,0,높음,95,59,59,59
9321,배추김치,반찬류,8,8,낮음,51,59,59,59
9322,곤드레밥,밥류,111,0,높음,68,81,81,81
9323,북어국,국/찌개류,48,14,보통,38,52,52,52
9324,연근강정,반찬류,16,0,높음,59,59,59,59
9325,돼지갈비찜,반찬류,81,54,보통,54,59,59,59
9326,무조미김,반찬류,4,0,높음,95,59,59,59
9327,배추김치,반찬류,16,8,보통,51,59,59,59
9328,곤드레밥,밥류,105,0,높음,68,81,81,81
9329,북어국,국/찌개류,48,28,보통,38,52,52,52
9330,연근강정,반찬류,16,0,높음,59,59,59,59
9331,돼지갈비찜,반찬류,72,18,높음,54,59,59,59
9332,무조미김,반찬류,4,0,높음,95,59,59,59
9333,배추김치,반찬류,8,0,높음,51,59,59,59
9334,곤드레밥,밥류,111,105,낮음,68,81,81,81
9335,북어국,국/찌개류,48,48,낮음,38,52,52,52
9336,연근강정,반찬류,20,0,높음,59,59,59,59
9337,돼지갈비찜,반찬류,36,27,보통,54,59,59,59
9338,무조미김,반찬류,4,0,높음,95,59,59,59
9339,배추김치,반찬류,16,16,낮음,51,59,59,59
9340,곤드레밥,밥류,129,0,높음,68,81,81,81
9341,북어국,국/찌개류,48,35,보통,38,52,52,52
9342,연근강정,반찬류,8,4,보통,59,59,59,59
9343,돼지갈비찜,반찬류,45,9,높음,54,59,59,59
9344,무조미김,반찬류,4,0,높음,95,59,59,59
9345,배추김치,반찬류,8,0,높음,51,59,59,59
9346,곤드레밥,밥류,98,0,높음,68,81,81,81
9347,북어국,국/찌개류,48,21,보통,38,52,52,52
9348,연근강정,반찬류,8,8,낮음,59,59,59,59
9349,돼지갈비찜,반찬류,72,9,높음,54,59,59,59
9350,무조미김,반찬류,4,0,높음,95,59,59,59
9351,배추김치,반찬류,8,0,높음,51,59,59,59
9352,곤드레밥,밥류,98,3,높음,68,81,81,81
9353,북어국,국/찌개류,48,31,보통,38,52,52,52
9354,연근강정,반찬류,20,0,높음,59,59,59,59
9355,돼지갈비찜,반찬류,63,9,높음,54,59,59,59
9356,배추김치,반찬류,8,8,낮음,51,59,59,59
9357,곤드레밥,밥류,80,56,보통,68,81,81,81
9358,북어국,국/찌개류,48,35,보통,38,52,52,52
9359,연근강정,반찬류,24,20,낮음,59,59,59,59
9360,돼지갈비찜,반찬류,63,45,보통,54,59,59,59
9361,무조미김,반찬류,4,0,높음,95,59,59,59
9362,배추김치,반찬류,24,8,보통,51,59,59,59
9363,곤드레밥,밥류,111,105,낮음,68,81,81,81
9364,북어국,국/찌개류,48,28,보통,38,52,52,52
9365,연근강정,반찬류,8,8,낮음,59,59,59,59
9366,돼지갈비찜,반찬류,72,54,보통,54,59,59,59
9367,무조미김,반찬류,4,0,높음,95,59,59,59
9368,배추김치,반찬류,16,12,보통,51,59,59,59
9369,곤드레밥,밥류,123,12,높음,68,81,81,81
9370,북어국,국/찌개류,52,18,보통,38,52,52,52
9371,연근강정,반찬류,16,0,높음,59,59,59,59
9372,돼지갈비찜,반찬류,54,36,보통,54,59,59,59
9373,무조미김,반찬류,4,0,높음,95,59,59,59
9374,배추김치,반찬류,16,12,보통,51,59,59,59
9375,곤드레밥,밥류,105,0,높음,68,81,81,81
